,股票名稱,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
2387,精元,41.1,35.4,44.0,47.5,48.3,40.0,38.65,39.3,34.25,23.9,14.8,21.1,23.3,,22.2,19.3,47.5,78.0,107.0
2388,威盛,61.5,49.6,27.8,41.4,41.4,24.0,32.3,32.8,38.15,25.6,31.5,29.5,12.35,16.25,13.45,55.4,42.8,62.0,71.6
2390,云辰,17.4,14.1,8.9,8.52,15.5,10.1,15.1,14.55,10.85,14.9,25.6,61.1,40.75,22.9,18.45,14.4,16.4,24.65,103.5
2392,正崴,81.0,72.0,115.0,155.0,145.0,73.6,75.8,75.5,91.0,76.7,64.7,67.7,62.5,46.05,54.6,50.4,48.4,50.1,62.5
2393,億光,67.5,76.5,81.0,106.0,161.5,131.5,122.0,120.0,90.8,70.4,73.1,82.8,81.0,60.8,52.6,48.0,35.95,46.4,51.5
2395,研華,73.5,78.5,98.0,117.0,120.5,84.9,76.8,86.2,102.0,123.0,209.5,283.0,278.0,289.5,273.5,239.0,320.0,360.0,68.9
2397,友通,23.0,19.5,40.4,65.4,138.0,91.5,52.1,44.9,30.8,25.9,38.55,45.7,53.0,66.8,64.6,83.0,92.9,92.4,398.0
2399,映泰,40.6,31.8,16.7,20.4,39.7,21.15,28.4,25.65,18.45,17.4,14.3,15.4,12.15,10.4,19.3,29.5,13.75,20.25,74.5
2401,凌陽,66.5,82.0,52.2,46.5,109.0,50.5,35.2,35.2,23.9,13.25,12.75,14.45,19.95,13.55,20.2,19.0,14.85,19.3,66.0
2402,毅嘉,72.5,92.5,47.3,48.5,42.7,27.3,22.4,21.9,21.95,25.0,16.9,51.7,35.1,18.85,25.7,23.4,19.0,20.2,47.55
2404,漢唐,47.7,53.5,38.7,28.45,34.5,30.25,29.3,52.1,46.2,35.0,38.0,41.95,46.8,53.9,72.7,99.6,204.0,231.5,30.2
2405,浩鑫,64.0,60.0,21.6,17.4,22.05,17.5,33.7,33.0,21.8,12.8,15.2,15.1,10.4,12.6,25.4,22.95,14.6,13.8,275.5
2406,國碩,20.6,28.3,12.25,8.49,17.3,12.35,37.0,55.7,59.5,31.0,36.4,47.4,40.2,35.85,26.0,17.15,13.3,28.15,15.3
2408,南亞科,30.6,31.8,26.4,27.2,34.0,20.65,32.7,34.3,19.3,4.49,6.58,86.6,89.3,50.6,91.2,107.5,89.7,92.0,29.3
2409,友達,49.9,79.5,56.4,56.4,72.5,63.5,40.55,42.15,30.6,18.0,14.25,17.3,19.15,13.75,14.4,14.45,12.75,16.5,105.0
2412,中華電,59.5,64.0,66.1,62.3,67.6,,68.2,79.0,111.0,101.0,102.0,96.9,101.0,125.5,111.0,115.0,114.0,117.0,52.0
2413,環科,26.0,22.9,12.8,23.95,33.95,19.45,18.0,25.0,20.15,10.3,10.35,19.7,17.0,16.1,24.0,45.35,27.6,27.85,118.5
2414,精技,23.8,19.2,19.2,16.5,22.9,21.2,24.0,23.45,17.7,16.75,15.4,18.85,22.6,18.25,21.8,22.6,23.25,30.3,35.0
2415,錩新,27.6,24.2,12.65,20.8,29.4,22.25,15.95,22.95,15.5,15.9,15.3,23.7,25.1,26.05,40.25,32.2,25.5,29.8,42.25
2417,圓剛,40.6,43.5,48.0,57.2,88.4,72.0,45.4,48.8,41.4,32.15,15.9,14.55,16.0,12.4,16.5,16.25,14.1,85.4,64.1
2419,仲琦,18.4,15.1,10.6,12.6,18.8,12.5,23.9,26.0,25.65,19.25,17.8,22.7,17.55,25.7,24.9,23.5,29.45,28.7,54.5
2420,新巨,33.9,28.0,23.85,38.75,51.5,23.7,26.9,30.5,29.85,26.1,39.25,60.6,53.2,49.0,40.9,37.3,39.0,36.9,27.1
2421,建準,21.6,19.7,15.4,26.05,30.05,21.0,31.4,32.6,28.2,26.9,20.85,24.45,23.25,28.4,70.6,61.5,48.7,68.5,48.35
2423,固緯,28.3,25.9,20.9,20.7,45.3,29.5,31.85,30.8,26.8,24.15,18.8,24.8,23.3,20.6,28.0,24.8,30.5,27.4,57.4
2424,隴華,19.3,20.7,11.35,8.45,10.5,11.1,17.3,24.35,22.15,29.5,43.7,46.3,43.6,32.7,42.0,42.5,39.05,34.1,33.5
2425,承啟,13.8,12.75,7.9,30.0,26.5,8.61,26.5,26.5,17.3,48.65,52.0,59.4,33.85,26.45,23.2,54.2,39.2,33.2,33.1
2426,鼎元,15.3,19.5,22.55,30.5,52.0,38.9,34.0,31.6,26.8,15.2,9.18,13.9,17.5,16.0,17.85,26.5,18.55,18.9,42.5
2427,三商電,20.6,27.0,11.75,10.0,11.4,8.94,11.75,24.65,19.1,14.75,9.99,10.75,9.51,8.45,11.1,13.7,11.3,12.2,32.6
2428,興勤,29.8,28.8,24.8,29.2,53.0,30.25,63.5,62.6,53.0,33.4,41.15,55.1,56.0,68.4,109.0,99.2,99.7,167.0,22.3
2429,銘旺科,10.3,12.5,3.6,6.04,3.89,5.61,3.4,24.4,10.3,10.6,60.1,21.45,19.5,21.2,17.9,19.4,30.6,56.4,257.0
2430,燦坤,59.5,65.0,56.3,57.1,50.8,48.4,63.5,79.4,74.0,73.5,60.3,44.95,33.1,31.0,30.95,26.05,21.1,21.3,48.5
2431,聯昌,16.5,14.95,15.85,12.8,15.6,12.3,26.8,26.8,18.3,11.45,18.9,30.3,31.0,16.35,19.25,16.2,13.85,13.4,52.5
2433,互盛電,12.0,14.8,14.8,16.05,22.5,25.55,26.35,34.9,39.0,45.5,53.7,53.5,47.2,47.65,44.75,48.5,57.3,56.4,16.9
2434,統懋,19.1,17.5,14.85,19.85,82.4,54.0,26.0,24.9,19.45,10.7,7.87,13.35,13.1,8.38,12.8,24.4,9.5,27.8,55.0
2436,偉詮電,33.5,28.4,16.4,19.4,60.6,38.5,32.95,32.4,26.45,18.0,29.5,37.95,36.2,25.5,33.35,31.55,29.1,53.3,53.5
2438,翔耀,15.1,18.3,15.1,13.85,14.25,9.6,2.15,6.35,6.0,4.24,4.68,12.15,17.3,15.8,11.3,11.5,9.7,9.0,115.5
2439,美律,65.5,90.5,102.0,124.0,144.0,102.5,68.0,67.9,55.9,59.5,178.0,195.0,115.0,139.5,255.0,206.5,197.5,172.0,
2440,太空梭,14.05,14.8,4.94,7.45,17.4,12.0,14.55,14.1,9.32,7.41,11.5,13.4,10.9,9.98,12.2,17.05,10.8,15.4,151.0
2441,超豐,37.7,50.0,44.4,45.3,63.0,43.65,34.3,36.75,30.8,26.5,27.7,44.2,43.25,42.0,56.8,57.8,48.15,58.4,30.6
2442,新美齊,20.4,16.4,11.45,13.15,22.5,11.5,22.85,22.0,13.55,8.45,10.9,10.25,11.8,7.45,9.6,17.35,15.75,12.65,99.5
2443,億麗,24.4,19.3,7.28,8.19,14.55,9.28,8.41,10.3,5.4,3.48,8.0,14.1,15.6,9.28,8.25,8.54,4.6,6.51,13.0
2444,兆勁,29.7,27.4,14.6,19.3,34.5,18.4,16.8,18.2,12.85,9.5,8.54,17.15,20.35,16.85,43.0,41.0,24.95,22.55,26.8
2449,京元電子,37.0,49.9,36.4,37.35,29.8,18.15,15.5,17.65,19.55,19.2,23.95,30.7,30.15,32.3,33.85,33.35,39.5,39.9,19.85
2450,神腦,32.0,27.2,22.6,29.65,63.5,53.8,59.0,62.5,190.0,148.0,108.0,94.4,52.4,59.4,59.3,54.2,39.8,39.05,52.0
2451,創見,93.5,107.0,97.0,98.1,180.0,126.5,124.0,124.0,90.3,90.9,105.5,113.5,122.0,107.5,104.5,89.3,79.7,84.0,65.5
2453,凌群,20.6,16.9,12.35,9.18,22.35,14.4,18.6,20.0,14.7,14.4,17.8,19.85,16.7,12.45,16.0,16.3,20.4,20.15,91.9
2454,聯發科,434.0,396.0,403.5,418.0,656.0,444.5,567.0,590.0,424.0,351.0,448.5,545.0,505.0,265.0,350.5,374.5,464.0,798.0,291.0
2455,全新,26.4,26.6,18.8,55.7,80.5,59.4,92.3,91.6,84.8,57.3,40.3,34.55,58.8,58.1,118.5,140.0,135.0,125.0,1185.0
2456,奇力新,23.6,26.9,18.3,22.8,35.1,18.45,24.6,35.6,30.65,18.9,30.75,36.45,75.2,80.3,114.0,208.0,132.5,141.5,162.5
2457,飛宏,33.8,24.4,19.25,24.75,46.65,22.35,31.75,64.5,62.2,44.15,27.2,23.9,18.6,13.85,16.35,14.7,12.6,17.55,119.5
2458,義隆,33.1,37.5,19.8,21.65,97.6,65.9,69.5,61.0,47.3,56.0,80.0,61.2,56.4,46.5,54.9,82.2,96.1,163.0,48.95
2459,敦吉,62.0,58.0,51.0,62.7,44.8,28.3,24.7,38.0,40.0,31.45,34.2,46.8,45.45,37.6,45.8,44.75,44.35,48.8,228.5
2460,建通,45.0,38.3,28.1,53.9,60.0,36.2,28.2,33.2,22.75,15.8,13.2,15.4,13.4,12.45,17.15,21.35,12.6,20.2,61.6
2461,光群雷,55.0,28.8,24.5,36.7,48.0,30.3,28.3,26.75,21.25,12.75,22.35,20.65,17.3,20.2,19.7,17.75,25.35,20.3,44.5
2462,良得電,24.5,20.9,16.25,20.3,28.9,19.4,61.4,61.9,39.8,35.45,32.2,37.6,26.0,22.1,35.6,34.0,33.8,34.5,25.45
2464,盟立,29.5,29.2,32.8,39.0,43.4,42.0,32.5,34.55,36.2,26.3,26.6,34.95,36.4,53.3,49.7,57.5,52.2,54.7,37.4
2465,麗臺,19.5,23.5,20.5,12.1,29.0,15.35,12.8,19.9,11.7,7.38,11.5,15.55,15.85,12.2,26.0,40.45,14.6,24.2,53.9
2466,冠西電,11.9,13.2,16.4,33.6,47.9,42.9,36.8,39.55,30.1,27.0,39.8,38.9,37.8,35.6,40.0,42.0,37.25,35.45,98.0
2467,志聖,36.9,27.1,20.25,27.1,27.7,19.85,22.1,28.0,31.15,23.8,22.25,32.6,24.9,21.5,29.75,31.9,36.0,38.4,47.0
2468,華經,15.3,13.9,12.3,14.05,19.2,16.15,16.85,24.3,16.7,13.3,11.8,18.0,13.9,11.95,11.8,14.8,13.4,16.9,65.9
2471,資通,17.3,18.8,14.25,11.6,18.75,11.7,21.95,40.9,30.95,22.15,23.85,20.8,18.35,16.15,18.35,16.2,21.3,29.2,18.15
2472,立隆電,27.9,22.5,15.7,21.8,29.6,12.6,17.9,28.7,24.95,19.4,26.25,47.25,44.5,42.8,67.9,88.7,45.75,67.6,32.5
2474,可成,124.5,149.0,330.5,399.5,382.0,191.5,100.5,113.0,277.5,237.0,201.0,312.5,402.0,294.5,399.0,386.0,285.5,265.5,85.3
2476,鉅祥,29.5,32.2,29.1,49.5,82.2,40.9,29.55,33.5,24.6,19.25,21.2,29.2,29.25,26.8,29.5,27.95,25.0,23.95,218.0
2477,美隆電,70.0,51.0,30.15,26.1,45.6,24.8,15.45,22.4,17.25,13.45,23.8,23.8,16.05,19.0,36.5,37.0,30.2,36.9,69.0
2478,大毅,37.5,39.3,25.8,40.0,224.5,36.1,51.1,51.1,35.45,23.2,18.2,25.9,20.35,20.35,38.75,155.5,60.6,92.7,45.3
2480,敦陽科,50.5,35.9,17.75,19.0,24.3,19.5,33.1,38.4,37.6,30.2,32.95,34.9,30.9,29.1,36.4,43.4,62.8,75.9,92.0
2481,強茂,39.3,41.5,23.6,22.65,64.0,37.6,28.35,41.3,43.35,20.75,14.25,16.95,15.75,20.8,35.35,70.1,32.6,57.7,73.7
2482,連宇,32.3,32.0,24.5,28.85,82.4,39.4,34.25,29.5,18.6,13.35,17.85,25.0,21.55,17.9,15.7,13.85,16.55,13.8,125.0
2483,百容,34.3,27.5,20.0,29.2,28.5,18.25,18.9,22.7,22.15,13.85,22.6,26.2,28.5,20.35,29.45,26.45,22.8,21.5,23.2
2484,希華,29.6,31.8,23.85,24.6,33.8,24.7,16.6,22.55,21.15,14.0,16.7,24.0,25.2,23.0,22.8,24.3,22.35,25.1,31.45
2485,兆赫,47.0,44.9,36.95,53.5,168.0,122.0,76.2,68.0,60.4,41.9,36.85,40.7,52.3,67.0,36.4,32.4,25.6,21.4,46.1
2486,一詮,26.3,20.2,27.9,41.5,60.3,45.2,56.0,61.5,38.0,25.8,22.2,26.8,20.0,10.65,12.9,16.2,9.81,21.9,27.0
2488,漢平,29.4,35.8,25.6,17.2,33.1,21.9,17.9,17.15,17.5,11.45,34.8,40.8,32.75,66.9,50.6,38.45,43.65,33.8,67.5
2489,瑞軒,46.1,36.2,19.2,30.35,66.5,36.35,39.5,39.45,28.5,25.7,25.25,23.1,19.05,25.5,23.9,18.0,12.75,13.25,41.8
2491,吉祥全,20.3,14.9,2.81,7.27,31.5,,,7.85,10.1,5.64,3.72,13.9,17.0,9.26,8.45,10.75,12.45,12.2,22.7
2492,華新科,32.0,36.4,30.5,38.15,42.7,24.4,20.4,24.3,21.3,10.95,8.86,13.65,21.3,41.2,119.5,491.5,245.5,262.0,41.8
2493,揚博,17.2,16.2,17.75,18.85,22.3,14.9,26.45,22.3,24.45,31.4,29.2,32.3,32.9,27.45,30.6,27.85,32.4,37.55,291.5
2495,普安,128.5,142.0,82.5,58.0,73.0,53.1,58.0,57.0,46.5,30.8,22.9,23.95,19.25,20.65,17.6,14.85,15.6,14.4,53.5
2496,卓越,15.9,10.6,7.34,2.74,8.2,3.47,3.94,22.3,10.45,12.45,10.9,8.23,17.05,109.0,346.0,204.5,110.0,79.5,30.1
2497,怡利電,37.9,27.8,18.25,24.75,91.0,49.9,27.5,25.3,36.05,43.3,71.3,86.8,77.3,44.1,39.7,30.25,28.85,35.85,62.9
2498,宏達電,190.0,161.0,646.0,1220.0,703.0,888.0,543.0,922.0,1300.0,672.0,307.5,180.0,161.0,136.5,83.8,76.8,45.9,38.85,153.0
2501,國建,15.4,22.8,20.0,28.2,23.7,30.55,16.2,19.65,20.2,15.0,25.8,19.25,19.5,19.5,22.95,21.15,30.35,22.4,97.3
2504,國產,7.0,11.6,10.1,19.5,22.7,26.3,19.25,17.45,17.3,13.05,12.75,12.55,11.1,9.61,10.2,10.35,16.1,29.7,22.7
2505,國揚,6.9,16.6,17.4,35.8,34.75,33.45,21.7,26.8,25.65,17.3,22.45,19.7,14.85,14.15,18.1,18.1,18.25,39.0,30.9
2506,太設,5.7,7.25,3.28,9.82,10.45,5.89,5.0,6.87,10.0,10.35,11.0,15.1,18.25,16.0,12.85,13.3,12.25,13.0,41.5
2509,全坤建,5.95,10.1,10.8,34.15,60.4,49.5,32.9,34.3,33.0,22.35,26.8,28.1,25.6,25.6,22.3,37.95,31.5,23.4,12.4
2511,太子,7.25,13.0,9.95,24.5,26.25,32.4,20.65,27.0,31.5,25.3,22.45,17.65,13.45,12.75,12.4,13.15,12.15,12.5,26.6
2514,龍邦,11.8,17.5,15.1,22.4,30.8,21.7,17.25,20.0,14.45,30.3,37.15,22.9,26.55,20.75,16.95,19.5,18.45,16.8,14.6
2515,中工,7.15,9.1,6.95,9.1,13.45,12.0,10.1,11.1,11.85,9.15,9.55,8.99,9.17,7.11,8.58,9.38,8.65,10.5,20.25
2516,新建,6.1,9.95,6.15,7.23,,9.4,8.58,16.4,16.1,9.83,9.5,9.0,9.04,7.36,8.83,7.32,6.52,6.06,11.8
2520,冠德,13.2,17.3,11.7,19.3,18.6,28.75,29.75,35.0,34.25,22.3,50.0,37.2,32.2,21.45,24.3,24.25,33.45,42.9,7.18
2524,京城,44.8,72.5,65.5,43.0,35.9,61.0,35.6,37.95,39.0,34.1,33.5,30.0,27.85,22.15,25.0,30.75,32.0,43.0,44.6
2527,宏璟,5.7,9.0,6.05,23.75,21.6,22.8,21.85,23.9,26.45,14.95,19.7,21.3,24.3,19.8,24.95,35.7,25.75,23.0,51.9
2528,皇普,2.14,1.59,0.93,5.44,4.47,3.99,3.31,24.35,23.0,11.85,17.5,16.4,13.45,8.84,26.95,20.4,22.5,26.8,35.25
2530,華建,4.93,8.0,6.4,10.0,13.5,12.6,12.8,18.05,18.05,11.4,13.35,20.4,19.65,19.65,18.35,17.0,18.4,19.0,25.15
2534,宏盛,19.5,27.0,25.9,30.4,28.3,36.8,16.9,21.75,21.45,17.7,30.3,25.05,22.4,19.15,26.45,42.25,30.05,25.8,15.85
2535,達欣工,8.3,15.5,12.95,15.8,18.0,30.3,28.0,24.25,21.4,20.7,31.1,29.4,20.9,20.95,21.1,27.5,22.45,28.75,24.9
2536,宏普,21.4,32.5,27.4,43.9,48.0,66.7,55.1,54.9,49.8,31.8,34.2,30.45,27.9,29.2,26.5,23.4,24.95,25.45,37.3
2537,聯上發,3.3,8.0,4.44,9.71,10.0,11.0,15.0,21.5,19.8,17.9,21.7,15.65,12.15,12.95,11.2,8.47,11.75,12.2,24.25
2538,基泰,10.25,13.95,8.2,29.0,45.95,31.7,20.3,26.1,26.1,21.6,24.0,21.7,21.5,17.65,12.3,15.1,13.25,13.15,11.15
2539,櫻花建,5.25,,20.9,6.06,8.3,31.0,38.55,31.2,25.2,22.05,34.0,43.9,40.2,31.1,32.15,31.5,30.9,37.2,15.8
2540,愛山林,2.85,2.97,4.69,3.93,3.16,12.0,8.6,11.2,10.05,6.87,73.8,74.4,39.5,34.3,31.5,39.15,28.5,82.9,35.1
2542,興富發,14.25,28.4,28.4,55.3,68.2,59.7,50.3,67.9,76.0,57.5,76.4,74.0,83.0,54.4,55.0,50.3,52.2,47.5,94.0
2543,皇昌,14.65,18.0,12.8,15.3,17.25,13.6,8.05,9.06,8.34,7.2,9.0,12.05,12.0,11.0,9.44,8.78,8.24,7.97,49.8
2545,皇翔,19.9,44.6,42.5,80.4,95.0,109.0,77.7,97.8,97.8,81.2,81.5,53.9,48.4,42.5,48.0,32.3,41.8,41.8,10.8
2546,根基,7.85,15.0,9.3,11.95,24.15,21.4,26.4,33.1,31.15,17.45,18.8,18.15,18.7,17.4,21.5,27.9,39.5,53.8,44.85
2547,日勝生,21.7,44.8,33.2,57.5,55.4,52.0,33.2,46.4,45.15,28.2,29.2,27.0,17.75,11.95,15.45,18.3,15.7,14.5,54.0
2548,華固,15.7,40.1,41.2,83.6,92.3,141.5,94.6,94.9,99.8,79.0,110.0,84.2,73.1,64.9,73.0,74.9,98.2,99.2,13.6
2596,綠意,,,,,,,,29.8,21.0,18.5,24.5,21.2,18.95,20.5,22.5,26.85,24.8,23.95,96.0
2597,潤弘,,,,,,,,,45.9,39.5,64.0,78.0,72.8,48.4,45.9,53.4,65.0,67.5,26.25
2601,益航,7.7,13.35,10.05,35.6,103.0,89.8,54.2,72.4,79.6,50.0,27.4,23.5,18.5,10.25,11.1,14.45,13.4,12.85,185.5
2603,長榮,32.3,40.7,33.9,25.0,34.8,33.0,21.6,31.8,31.5,21.9,20.1,22.8,25.05,14.4,23.35,18.75,14.7,44.75,26.5
2605,新興,28.4,44.6,43.2,44.6,79.9,69.0,45.1,45.4,37.2,30.7,29.8,28.8,26.6,23.0,27.2,21.9,18.2,25.15,233.0
2606,裕民,37.5,61.0,57.4,47.55,123.5,118.5,73.6,71.5,63.6,52.5,55.2,53.8,49.9,30.45,41.2,39.95,38.85,40.0,58.8
2607,榮運,17.5,19.0,16.0,19.65,22.35,35.4,35.1,31.2,30.9,21.8,22.2,22.9,20.0,14.2,16.05,14.5,15.35,22.8,96.4
2608,嘉里大榮,9.8,15.4,11.55,22.5,30.7,22.4,24.0,38.4,37.3,49.7,49.7,46.55,41.2,46.1,45.05,40.9,39.8,46.2,52.0
2609,陽明,35.6,44.8,33.4,22.4,31.05,25.55,15.3,30.2,30.95,18.2,15.6,17.25,19.25,9.95,17.55,12.55,9.29,32.15,80.4
2610,華航,18.0,25.8,19.1,16.15,16.55,20.1,12.9,26.15,26.15,15.15,13.45,15.35,18.25,12.05,13.4,12.9,11.25,13.15,234.5
2611,志信,9.0,11.75,9.55,20.25,26.0,26.65,16.75,18.75,15.95,17.05,16.1,12.55,13.8,8.14,7.69,9.36,8.12,13.0,31.15
2612,中航,13.5,18.9,28.6,43.0,158.0,136.0,105.5,93.0,68.4,49.8,44.45,41.0,36.2,34.6,36.45,37.65,41.0,39.0,46.0
2613,中櫃,8.2,17.6,15.4,15.4,19.0,33.9,22.6,25.75,29.9,22.6,22.75,22.95,20.8,15.45,14.9,13.75,15.3,24.65,92.7
2614,東森,19.1,27.7,16.9,12.85,13.9,13.8,7.79,9.49,7.75,4.84,16.65,17.4,11.3,8.85,11.2,15.5,13.55,19.1,52.4
2615,萬海,35.5,37.3,37.3,24.25,33.95,31.2,18.9,26.1,26.15,17.65,17.65,29.0,38.8,21.7,21.35,20.3,23.4,57.7,71.3
2616,山隆,18.2,21.8,16.3,17.85,21.5,24.6,16.4,19.35,20.9,23.4,25.7,26.65,25.2,29.1,35.8,34.1,30.95,32.45,353.0
2617,台航,24.8,33.0,29.4,26.75,103.0,93.4,77.3,49.4,37.6,34.6,30.6,28.3,22.45,16.5,18.45,23.45,23.95,23.0,39.95
2618,長榮航,17.6,22.5,17.45,15.3,15.0,20.85,15.0,37.6,37.3,22.5,19.35,23.9,25.25,18.9,16.95,16.55,15.95,14.6,78.0
2630,亞航,,,,,,,,,,,,,,,,,25.8,19.15,29.4
2633,台灣高鐵,,,,,,,,,,,,,,,27.5,33.3,47.0,39.95,27.5
2634,漢翔,,,,,,,,,,,,,46.0,47.45,41.15,37.5,36.15,36.7,31.7
2636,台驊投控,,,,,,,,33.55,34.0,27.2,31.65,39.0,41.95,30.3,27.7,27.25,29.05,45.0,32.1
2637,慧洋-KY,,,,,,,,,45.9,45.7,42.8,38.3,42.45,38.1,34.25,33.8,35.8,29.65,321.0
2640,大車隊,,,,,,,,,,,171.0,164.5,123.0,66.0,81.3,86.6,79.8,99.7,121.0
2641,正德,,,,,,,,,,,,,12.65,13.5,11.85,9.8,8.76,13.95,88.8
2642,宅配通,,,,,,,,,,,,72.4,52.4,30.0,36.8,31.75,34.9,41.45,43.85
2643,捷迅,,,,,,,,,,,,,,,56.8,36.2,42.5,79.9,152.5
2701,萬企,13.9,18.6,17.8,22.5,22.75,21.7,15.35,19.4,18.2,15.9,15.2,16.5,16.4,15.0,14.3,13.8,13.7,13.45,132.0
2702,華園,11.9,20.0,34.5,43.95,44.0,43.95,42.5,33.7,31.0,23.4,21.55,19.95,17.15,18.25,16.8,35.75,25.85,26.2,13.6
2704,國賓,13.4,24.2,33.8,37.6,40.8,62.4,45.4,54.5,50.2,41.2,32.5,30.2,28.6,27.7,24.1,28.0,32.85,33.2,31.65
2705,六福,13.3,22.8,23.4,27.6,25.85,33.4,23.1,22.65,25.25,21.5,16.5,13.7,12.9,11.1,8.99,8.26,17.0,23.05,32.25
2706,第一店,20.3,26.6,27.9,40.2,45.9,44.6,34.0,35.6,33.95,21.9,20.6,22.65,22.8,19.45,17.55,16.05,16.3,15.9,22.3
2707,晶華,41.0,48.2,66.8,105.0,414.5,738.0,534.0,553.0,594.0,479.0,405.0,376.0,335.0,227.5,175.0,160.5,204.0,173.0,29.5
2712,遠雄來,,,,,,,,,,,,24.5,26.8,27.9,27.2,43.0,60.0,58.3,162.0
2718,晶悅,,,,,,,,,,49.5,61.2,48.6,46.0,35.2,27.6,28.8,25.8,24.0,51.5
2719,燦星旅,,,,,,,,,,,41.45,38.4,32.9,18.4,13.65,11.95,8.99,22.0,43.8
2722,夏都,,,,,,,,,,,43.65,50.8,48.7,48.9,42.3,36.8,30.0,39.6,14.6
2723,美食-KY,,,,,,,,,320.0,266.0,239.5,271.0,250.0,360.5,439.0,435.0,245.5,168.0,39.9
2724,富驛-KY,,,,,,,,,,,66.6,42.5,32.45,16.0,7.36,,3.82,4.79,191.5
2726,雅茗-KY,,,,,,,,,,,,,64.8,77.0,119.0,96.6,84.4,82.6,8.77
2727,王品,,,,,,,,,,,498.5,497.0,297.0,161.0,225.0,143.0,97.0,149.5,86.2
2729,瓦城,,,,,,,,,,,295.0,372.0,272.0,242.0,274.0,242.5,333.0,275.5,207.0
2731,雄獅,,,,,,,,,,,,133.0,186.5,123.0,116.0,140.0,93.3,89.8,261.0
2732,六角,,,,,,,,,,,,,,92.3,98.0,113.0,196.0,209.0,106.0
2734,易飛網,,,,,,,,,,,,82.2,44.5,23.65,33.45,21.75,16.7,17.35,153.5
2736,高野,,,,,,,,,,,,,,,23.9,23.0,18.15,19.5,34.45
2739,寒舍,,,,,,,,,,,,,,,44.6,44.0,32.0,31.7,21.3
2740,天蔥,,,,,,,,,,,,,,79.2,36.4,44.0,28.0,30.25,27.95
2743,山富,,,,,,,,,,,,,,,,,,,25.0
2745,五福,,,,,,,,,,,,,,,,,23.85,24.2,27.35
2748,雲品,,,,,,,,,,,,,,,78.5,74.9,68.5,55.8,31.0
2752,豆府,,,,,,,,,,,,,,,,,,184.0,47.6
2753,八方雲集,,,,,,,,,,,,,,,,,,,189.5
2754,亞洲藏壽司,,,,,,,,,,,,,,,,,,,
2755,揚秦,,,,,,,,,,,,,,,,,,,82.6
2801,彰銀,19.7,25.1,22.4,24.2,24.0,26.7,16.7,26.5,26.5,18.75,18.7,20.0,19.3,17.45,18.8,19.2,24.0,23.6,61.3
2809,京城銀,8.85,16.6,16.9,12.3,14.5,12.3,9.68,17.85,23.8,21.95,29.1,34.6,34.5,29.4,38.35,43.0,34.65,40.2,18.3
2812,台中銀,7.5,13.0,14.75,9.09,16.6,16.45,9.3,12.9,14.45,10.35,11.25,11.1,11.15,9.61,10.4,10.8,12.85,12.55,44.6
2816,旺旺保,15.7,17.7,9.9,7.1,28.6,19.0,37.3,32.0,24.75,15.7,24.5,29.9,27.9,17.5,22.2,22.45,22.9,22.9,13.35
2820,華票,11.8,12.6,11.6,10.95,9.6,8.65,10.5,10.9,12.8,13.25,12.3,11.95,12.0,13.05,15.9,16.0,15.15,15.55,22.2
2832,台產,14.15,24.4,19.2,21.6,32.75,33.05,30.0,30.2,30.2,23.95,25.5,24.85,24.55,21.7,20.7,21.4,21.05,21.0,18.05
2834,臺企銀,9.85,16.1,13.3,11.2,11.75,14.55,10.0,14.0,14.0,10.2,9.73,9.8,10.35,8.66,8.63,11.35,13.95,12.8,24.2
2836,高雄銀,23.3,27.7,25.7,20.25,24.0,20.6,11.95,17.0,17.0,10.15,9.93,9.88,10.2,9.57,10.4,9.9,9.9,10.55,20.4
2838,聯邦銀,11.3,14.0,12.75,9.78,11.15,8.4,6.69,12.1,12.5,11.15,11.95,11.45,11.15,9.55,9.37,10.75,12.35,11.75,12.35
2841,台開,2.99,4.26,8.83,23.85,23.0,23.3,18.35,17.05,17.75,13.4,12.15,12.35,17.95,12.75,11.95,10.55,10.25,9.04,12.65
2845,遠東銀,17.7,21.5,20.4,16.85,20.0,13.8,12.7,15.45,15.85,12.9,13.0,12.5,11.5,9.86,10.05,11.3,12.8,12.25,10.3
2849,安泰銀,9.7,12.3,13.1,11.35,10.4,12.25,11.0,17.6,18.2,17.0,19.15,16.1,20.7,17.9,14.5,16.25,16.7,16.45,11.2
2850,新產,16.7,28.9,19.3,19.4,23.8,19.9,18.55,31.6,30.2,21.35,24.2,26.1,25.45,27.45,29.45,41.9,40.95,39.6,17.35
2851,中再保,13.2,18.4,13.9,13.4,19.7,20.5,14.2,19.8,19.8,13.9,14.45,18.2,18.0,16.3,18.9,21.9,20.05,22.9,49.5
2852,第一保,16.2,31.9,23.4,18.4,20.3,18.2,13.7,20.9,20.65,16.1,21.6,20.15,16.0,14.95,15.1,16.1,15.7,14.8,41.7
2855,統一證,15.5,22.8,19.1,18.2,28.1,29.5,22.35,22.7,21.45,17.4,18.75,18.85,18.8,14.4,15.6,15.7,14.8,19.0,14.95
2867,三商壽,,,,,,,,,,,21.45,21.4,20.5,18.15,17.5,17.5,12.2,13.15,30.75
2880,華南金,28.6,33.8,27.4,25.85,25.5,32.35,24.4,24.8,24.8,17.8,17.9,19.6,19.45,17.85,18.4,18.8,22.4,22.5,27.0
